,顏色,單價,成本,系列,產品,訂單時間,性別,年紀,廣告代號all,尺寸,訂單編號,去識別化會員編碼
596,creamywhitejeanblue,928.0,489.0,系列16,產品16-11,2016-10-01T02:35:31,FEMALE,34.0,廣告_自然流量,XS,238563,L_CBY_02497
597,creamywhitejeanblue,928.0,489.0,系列16,產品16-14,2016-10-01T02:35:31,FEMALE,34.0,廣告_自然流量,L,238563,L_CBY_02497
598,hamred,821.0,418.0,系列26,產品26-29,2017-06-12T12:14:19,,,廣告_自然流量,M,318162,L_CBY_01468
599,babypink,1028.0,418.0,系列6,產品6-29,2017-06-12T12:14:19,,,廣告_自然流量,M,318162,L_CBY_01468
600,skyblue,821.0,418.0,系列62,產品62-29,2017-06-12T12:14:19,,,廣告_自然流量,M,318162,L_CBY_01468
601,tiffanygreen,1028.0,418.0,系列162,產品162-29,2017-06-12T12:14:19,,,廣告_自然流量,M,318162,L_CBY_01468
602,watermelonred,467.0,291.0,系列37,產品37-15,2016-06-01T14:39:19,FEMALE,38.0,廣告_ikip_POD,110,200601,L_CBY_03191
603,white,701.0,367.0,系列37,產品37-18,2016-06-01T14:39:19,FEMALE,38.0,廣告_ikip_POD,S,200601,L_CBY_03191
604,white,740.0,370.0,系列37,產品37-12,2016-06-01T14:39:19,FEMALE,38.0,廣告_ikip_POD,L,200601,L_CBY_03191
605,white,679.0,334.0,系列37,產品37-19,2016-06-01T14:39:19,FEMALE,38.0,廣告_ikip_POD,F,200601,L_CBY_03191
606,trigrayblack,1119.0,470.0,系列1,產品1-11,2016-02-07T19:33:56,FEMALE,28.0,廣告_自然流量,M,171117,L_CBY_04919
607,black,1045.0,816.0,系列1,產品1-6,2016-02-07T19:33:56,FEMALE,28.0,廣告_自然流量,L,171117,L_CBY_04919
608,creamywhite,1135.0,610.0,系列2,產品2-13,2017-11-22T02:23:41,FEMALE,28.0,廣告_KDP_D,L,382581,L_CBY_04919
609,creamywhite,1135.0,610.0,系列2,產品2-7,2017-11-22T02:23:41,FEMALE,28.0,廣告_KDP_D,M,382581,L_CBY_04919
610,,1135.0,380.0,系列1,產品1-35,2018-09-15T15:49:58,FEMALE,28.0,廣告_B2KMP_D,無,474360,L_CBY_04919
